,Unnamed: 0,id,tstamp,userdomain,src,dst,usr,domain,redteam,day,hour_cyclical,hour_encoded
607,607,665,1328340,U86@DOM1,C17693,C395,U86,DOM1,,16,9.0,169.0
608,608,666,1328400,U86@DOM1,C17693,C395,U86,DOM1,,16,10.0,1610.0
609,609,667,1328481,U86@DOM1,C17693,C395,U86,DOM1,,16,16.0,1616.0
610,610,668,1351641,U8168@C685,C17693,C685,U8168,C685,,16,11.0,1611.0
611,611,694,1852419,U3764@DOM1,C17693,C9723,U3764,DOM1,,22,9.0,229.0
612,612,695,1931895,U737@DOM1,C19932,C612,U737,DOM1,,23,14.0,2314.0
613,613,696,2296175,U212@DOM1,C17693,C126,U212,DOM1,,27,14.0,2714.0
614,614,697,2296329,U293@DOM1,C17693,C3422,U293,DOM1,,27,14.0,2714.0
615,615,698,2296449,U8601@DOM1,C17693,C10817,U8601,DOM1,,27,15.0,2715.0
616,616,699,2297658,U5087@DOM1,C17693,C1448,U5087,DOM1,,27,15.0,2715.0
617,617,700,2297696,U4978@DOM1,C17693,C1448,U4978,DOM1,,27,15.0,2715.0
618,618,701,2300154,U1467@C3597,C17693,C3597,U1467,C3597,,27,16.0,2716.0
619,619,702,2301630,U3005@DOM1,C17693,C3629,U3005,DOM1,,27,16.0,2716.0
620,620,703,2301831,U342@DOM1,C17693,C2519,U342,DOM1,,27,16.0,2716.0
621,621,704,2303049,U3005@DOM1,C17693,C2012,U3005,DOM1,,27,16.0,2716.0
622,622,705,2303227,U3005@DOM1,C17693,C1936,U3005,DOM1,,27,16.0,2716.0
623,623,706,2303390,U3005@DOM1,C17693,C3380,U3005,DOM1,,27,16.0,2716.0
624,624,707,2303505,U3406@DOM1,C17693,C8209,U3406,DOM1,,27,16.0,2716.0
625,625,708,2303559,U3005@DOM1,C17693,C8209,U3005,DOM1,,27,16.0,2716.0
626,626,709,2303788,U10379@C3521,C17693,C3521,U10379,C3521,,27,16.0,2716.0
627,627,710,2303870,U995@DOM1,C17693,C1014,U995,DOM1,,27,17.0,2717.0
628,628,711,2304805,U1600@DOM1,C17693,C16088,U1600,DOM1,,27,17.0,2717.0
629,629,712,2304891,U66@DOM1,C17693,C3288,U66,DOM1,,27,17.0,2717.0
630,630,713,2304904,U5087@DOM1,C17693,C21963,U5087,DOM1,,27,17.0,2717.0
631,631,714,2304959,U5087@DOM1,C17693,C1268,U5087,DOM1,,27,17.0,2717.0
632,632,715,2305081,U795@DOM1,C17693,C10005,U795,DOM1,,27,17.0,2717.0
633,633,716,2305203,U12@DOM1,C17693,C368,U12,DOM1,,27,17.0,2717.0
634,634,717,2305324,U12@DOM1,C17693,C366,U12,DOM1,,27,17.0,2717.0
635,635,718,2305554,U4448@DOM1,C17693,C1555,U4448,DOM1,,27,17.0,2717.0
636,636,719,2305762,U1048@DOM1,C17693,C12320,U1048,DOM1,,27,17.0,2717.0
637,637,720,2306980,U6572@DOM1,C17693,C90,U6572,DOM1,,27,17.0,2717.0
638,638,721,2307167,U737@DOM1,C17693,C2578,U737,DOM1,,27,9.0,279.0
639,639,722,2364275,U4978@DOM1,C17693,C1448,U4978,DOM1,,28,10.0,2810.0
640,640,723,2365209,U8777@C583,C17693,C583,U8777,C583,,28,18.0,2818.0
641,641,1,150885,U620@DOM1,C17693,C1003,U620,DOM1,,2,18.0,218.0
642,642,2,151036,U748@DOM1,C17693,C305,U748,DOM1,,2,19.0,219.0
643,643,3,151648,U748@DOM1,C17693,C728,U748,DOM1,,2,19.0,219.0
644,644,4,151993,U6115@DOM1,C17693,C1173,U6115,DOM1,,2,19.0,219.0
645,645,5,153792,U636@DOM1,C17693,C294,U636,DOM1,,2,20.0,220.0
646,646,6,155219,U748@DOM1,C17693,C5693,U748,DOM1,,2,20.0,220.0
647,647,7,155399,U748@DOM1,C17693,C152,U748,DOM1,,2,20.0,220.0
648,648,8,155460,U748@DOM1,C17693,C2341,U748,DOM1,,2,20.0,220.0
649,649,9,155591,U748@DOM1,C17693,C332,U748,DOM1,,2,20.0,220.0
650,650,10,156658,U748@DOM1,C17693,C4280,U748,DOM1,,2,11.0,211.0
651,651,11,210086,U748@DOM1,C18025,C1493,U748,DOM1,,3,11.0,311.0
652,652,12,210294,U748@DOM1,C18025,C1493,U748,DOM1,,3,11.0,311.0
653,653,13,210312,U748@DOM1,C18025,C1493,U748,DOM1,,3,13.0,313.0
654,654,14,218418,U748@DOM1,C17693,C504,U748,DOM1,,3,16.0,316.0
655,655,15,227052,U748@DOM1,C17693,C148,U748,DOM1,,3,16.0,316.0
656,656,16,227408,U748@DOM1,C17693,C148,U748,DOM1,,3,16.0,316.0
657,657,17,227520,U748@DOM1,C17693,C148,U748,DOM1,,3,16.0,316.0
658,658,18,227780,U748@DOM1,C17693,C148,U748,DOM1,,3,16.0,316.0
659,659,19,228024,U748@DOM1,C17693,C148,U748,DOM1,,3,16.0,316.0
660,660,20,228150,U748@DOM1,C17693,C148,U748,DOM1,,3,16.0,316.0
661,661,21,228642,U1723@DOM1,C17693,C231,U1723,DOM1,,3,16.0,316.0
662,662,22,228658,U1723@DOM1,C17693,C231,U1723,DOM1,,3,16.0,316.0
663,663,23,229046,U1723@DOM1,C17693,C231,U1723,DOM1,,3,16.0,316.0
664,664,24,230395,U1723@DOM1,C17693,C1003,U1723,DOM1,,3,18.0,318.0
665,665,25,234667,U748@DOM1,C17693,C504,U748,DOM1,,3,10.0,310.0
666,666,52,725589,U1653@DOM1,C17693,C2669,U1653,DOM1,,9,10.0,910.0
667,667,53,725983,U293@DOM1,C17693,C3153,U293,DOM1,,9,10.0,910.0
668,668,54,726008,U8946@DOM1,C17693,C1610,U8946,DOM1,,9,10.0,910.0
669,669,55,726057,U293@DOM1,C17693,C3153,U293,DOM1,,9,10.0,910.0
670,670,56,726137,U10379@C3521,C17693,C3521,U10379,C3521,,9,10.0,910.0
671,671,57,726203,U293@DOM1,C17693,C3153,U293,DOM1,,9,10.0,910.0
672,672,58,726347,U8946@DOM1,C17693,C1124,U8946,DOM1,,9,10.0,910.0
673,673,59,726387,U293@DOM1,C17693,C3153,U293,DOM1,,9,10.0,910.0
674,674,60,726472,U8946@DOM1,C17693,C3199,U8946,DOM1,,9,10.0,910.0
675,675,61,726973,U293@DOM1,C17693,C3153,U293,DOM1,,9,10.0,910.0
676,676,62,726985,U8946@DOM1,C17693,C11727,U8946,DOM1,,9,10.0,910.0
677,677,63,727060,U8601@DOM1,C17693,C754,U8601,DOM1,,9,10.0,910.0
678,678,64,727131,U212@DOM1,C17693,C126,U212,DOM1,,9,11.0,911.0
679,679,65,727419,U212@DOM1,C17693,C126,U212,DOM1,,9,11.0,911.0
680,680,66,727619,U212@DOM1,C17693,C126,U212,DOM1,,9,11.0,911.0
681,681,67,727702,U8946@DOM1,C17693,C9945,U8946,DOM1,,9,11.0,911.0
682,682,68,727798,U8946@DOM1,C17693,C9945,U8946,DOM1,,9,11.0,911.0
683,683,69,727888,U8946@DOM1,C17693,C9945,U8946,DOM1,,9,11.0,911.0
684,684,70,728106,U4978@DOM1,C17693,C1448,U4978,DOM1,,9,11.0,911.0
685,685,71,728138,U8946@DOM1,C17693,C9945,U8946,DOM1,,9,11.0,911.0
686,686,72,728800,U3905@DOM1,C17693,C9945,U3905,DOM1,,9,11.0,911.0
687,687,73,729056,U995@DOM1,C17693,C1014,U995,DOM1,,9,11.0,911.0
688,688,74,730430,U8601@DOM1,C17693,C20819,U8601,DOM1,,9,11.0,911.0
689,689,75,730524,U8601@DOM1,C17693,C20819,U8601,DOM1,,9,12.0,912.0
690,690,76,730889,U8601@DOM1,C17693,C18626,U8601,DOM1,,9,12.0,912.0
691,691,77,731101,U8601@DOM1,C17693,C18626,U8601,DOM1,,9,12.0,912.0
692,692,78,731492,U288@DOM1,C17693,C1222,U288,DOM1,,9,12.0,912.0
693,693,562,1163440,U7507@DOM1,C17693,C1015,U7507,DOM1,,14,16.0,1416.0
694,694,669,1351661,U8168@C685,C17693,C685,U8168,C685,,16,16.0,1616.0
695,695,670,1351845,U8168@C685,C17693,C685,U8168,C685,,16,16.0,1616.0
696,696,671,1352110,U679@DOM1,C17693,C1980,U679,DOM1,,16,17.0,1617.0
697,697,672,1353700,U8777@C3388,C17693,C3388,U8777,C3388,,16,17.0,1617.0
698,698,673,1353706,U8777@C3388,C17693,C3388,U8777,C3388,,16,17.0,1617.0
699,699,674,1353975,U8777@C3388,C17693,C3388,U8777,C3388,,16,17.0,1617.0
700,700,675,1355036,U8777@C3388,C17693,C3388,U8777,C3388,,16,17.0,1617.0
701,701,676,1355106,U8777@C1500,C17693,C1500,U8777,C1500,,16,17.0,1617.0
702,702,677,1355621,U24@DOM1,C17693,C3435,U24,DOM1,,16,17.0,1617.0
703,703,678,1356094,U679@DOM1,C17693,C1980,U679,DOM1,,16,18.0,1618.0
704,704,679,1358383,U7311@DOM1,C17693,C977,U7311,DOM1,,16,18.0,1618.0
705,705,680,1358404,U7311@DOM1,C17693,C977,U7311,DOM1,,16,18.0,1618.0
706,706,681,1359668,U7507@DOM1,C17693,C486,U7507,DOM1,,16,18.0,1618.0
707,707,682,1359680,U7507@DOM1,C17693,C1015,U7507,DOM1,,16,18.0,1618.0
708,708,683,1359792,U415@DOM1,C17693,C486,U415,DOM1,,16,19.0,1619.0
709,709,684,1361496,U8170@DOM1,C17693,C1269,U8170,DOM1,,16,19.0,1619.0
710,710,685,1361921,U524@DOM1,C17693,C15,U524,DOM1,,16,19.0,1619.0
711,711,686,1362045,U524@DOM1,C17693,C15,U524,DOM1,,16,19.0,1619.0
712,712,687,1362624,U8840@DOM1,C17693,C370,U8840,DOM1,,16,19.0,1619.0
713,713,688,1363252,U1306@DOM1,C17693,C791,U1306,DOM1,,16,19.0,1619.0
714,714,689,1363492,U415@DOM1,C17693,C486,U415,DOM1,,16,9.0,169.0
715,715,690,1758226,U737@DOM1,C19932,C467,U737,DOM1,,21,10.0,2110.0
716,716,691,1847858,U66@DOM1,C17693,C2725,U66,DOM1,,22,10.0,2210.0
717,717,692,1847888,U66@DOM1,C17693,C2725,U66,DOM1,,22,10.0,2210.0
718,718,693,1847922,U66@DOM1,C17693,C2725,U66,DOM1,,22,8.0,228.0
719,719,26,460197,U748@DOM1,C17693,C721,U748,DOM1,,6,8.0,68.0
720,720,27,460711,U748@DOM1,C17693,C721,U748,DOM1,,6,9.0,69.0
721,721,28,460991,U748@DOM1,C17693,C721,U748,DOM1,,6,13.0,613.0
722,722,570,1166916,U737@C10,C17693,C10,U737,C10,,14,10.0,1410.0
723,723,724,2367407,U66@DOM1,C17693,C3699,U66,DOM1,,28,11.0,2811.0
724,724,725,2370126,U66@DOM1,C17693,C5653,U66,DOM1,,28,11.0,2811.0
725,725,726,2370254,U374@DOM1,C17693,C1461,U374,DOM1,,28,11.0,2811.0
726,726,727,2372194,U66@DOM1,C17693,C626,U66,DOM1,,28,12.0,2812.0
727,727,728,2372551,U66@DOM1,C17693,C626,U66,DOM1,,28,12.0,2812.0
728,728,729,2373636,U1145@DOM1,C17693,C2877,U1145,DOM1,,28,15.0,2815.0
729,729,730,2383984,U737@DOM1,C19932,C529,U737,DOM1,,28,12.0,2812.0
730,730,731,2461523,U3718@DOM1,C17693,C9692,U3718,DOM1,,29,12.0,2912.0
731,731,732,2461523,U3718@DOM1,C17693,C9692,U3718,DOM1,,29,14.0,2914.0
732,732,733,2468190,U737@DOM1,C19932,C457,U737,DOM1,,29,9.0,299.0
733,733,734,2536079,U737@DOM1,C19932,C625,U737,DOM1,,30,13.0,3013.0
734,734,735,2550137,U737@DOM1,C19932,C108,U737,DOM1,,30,13.0,3013.0
735,735,736,2550446,U737@DOM1,C19932,C108,U737,DOM1,,30,13.0,3013.0
736,736,737,2551401,U737@DOM1,C19932,C108,U737,DOM1,,30,13.0,3013.0
737,737,738,2551501,U737@DOM1,C19932,C108,U737,DOM1,,30,13.0,3013.0
738,738,739,2551583,U737@DOM1,C19932,C108,U737,DOM1,,30,14.0,3014.0
739,739,740,2552687,U9263@DOM1,C17693,C828,U9263,DOM1,,30,14.0,3014.0
740,740,741,2552687,U9263@DOM1,C17693,C828,U9263,DOM1,,30,14.0,3014.0
741,741,742,2552687,U9263@DOM1,C17693,C828,U9263,DOM1,,30,14.0,3014.0
742,742,743,2552687,U9263@DOM1,C17693,C828,U9263,DOM1,,30,14.0,3014.0
743,743,744,2552687,U655@DOM1,C17693,C828,U655,DOM1,,30,14.0,3014.0
744,744,745,2552687,U655@DOM1,C17693,C828,U655,DOM1,,30,14.0,3014.0
745,745,746,2552687,U655@DOM1,C17693,C828,U655,DOM1,,30,14.0,3014.0
746,746,747,2552687,U655@DOM1,C17693,C828,U655,DOM1,,30,14.0,3014.0
747,747,748,2552687,U655@DOM1,C17693,C828,U655,DOM1,,30,15.0,3015.0
748,748,749,2557047,U737@DOM1,C19932,C108,U737,DOM1,,30,,
