,id,tstamp,srccomputer,computerresolved,redteam
1653,532342,768619,C20377,C1707,
1654,532343,768620,C16397,C457,
1655,532344,768621,C4618,C706,
1656,532345,768622,C4077,C706,
1657,532346,768623,C3380,C22841,
1658,532347,768624,C9715,C1707,
1659,532348,768626,C2492,C457,
1660,532349,768628,C20122,C1707,
1661,532350,768628,C22269,C359,
1662,532351,768638,C3380,C22841,
1663,532352,768638,C421,C1707,
1664,532353,768640,C19795,C5030,
1665,532354,768641,C16397,C529,
1666,532355,768641,C22027,C1707,
1667,532356,768641,C22269,C16006,
1668,532357,768642,C16397,C586,
1669,532358,768644,C16397,C529,
1670,532359,768645,C16397,C586,
1671,532360,768646,C16397,C625,
1672,532361,768646,C768,C467,
1673,532362,768647,C768,C528,
1674,532363,768648,C16397,C457,
1675,532364,768649,C16397,C612,
1676,532365,768650,C16397,C457,
1677,532366,768653,C18255,C1707,
1678,532367,768657,C2492,C457,
1679,532368,768660,C14510,C1707,
1680,532369,768664,C22204,C1707,
1681,532370,768670,C16397,C2109,
1682,532371,768670,C4233,C706,
1683,532372,768671,C16397,C467,
1684,532373,768671,C3444,C706,
1685,532374,768673,C21782,C1707,
1686,532375,768674,C16397,C528,
1687,532376,768674,C22269,C1685,
1688,532377,768674,C315,C1685,
1689,532378,768675,C16397,C586,
1690,532379,768677,C16397,C586,
1691,532380,768679,C16397,C467,
1692,532381,768679,C4297,C706,
1693,532382,768680,C16397,C457,
1694,532383,768682,C17465,C1065,
1695,532384,768683,C4112,C1707,
1696,532385,768685,C3380,C22841,
1697,532386,768688,C17407,C706,
1698,532387,768688,C2475,C706,
1699,532388,768692,C3336,C706,
1700,532389,768692,C5176,C1685,
1701,532390,768693,C18163,C706,
1702,532391,768694,C768,C1685,
1703,532392,768699,C16397,C1065,
1704,532393,768699,C3380,C22841,
1705,532394,768699,C4367,C1707,
1706,532395,768700,C16397,C529,
1707,532396,768701,C4015,C5030,
1708,532397,768703,C8958,C706,
1709,532398,768704,C16397,C529,
1710,532399,768704,C22269,C586,
1711,532400,768704,C453,C1685,
1712,532401,768705,C16397,C612,
1713,532402,768706,C16397,C457,
1714,532403,768707,C22246,C22246,
1715,532404,768709,C16397,C586,
1716,532405,768710,C16397,C586,
1717,532406,768710,C22796,C5588,
1718,532407,768717,C2492,C457,
1719,532408,768718,C4858,C5030,
1720,532409,768719,C20000,C1707,
1721,532410,768720,C12360,C1707,
1722,532411,768720,C22442,C359,
1723,532412,768721,C461,C625,
1724,532413,768721,C657,C229,
1725,532414,768722,C461,C528,
1726,532415,768723,C5913,C1685,
1727,532416,768724,C461,C467,
1728,532417,768724,C461,C528,
1729,532418,768725,C18367,C706,
1730,532419,768725,C5913,C1707,
1731,532420,768727,C2626,C1685,
1732,532421,768728,C2492,C457,
1733,532422,768729,C16397,C625,
1734,532423,768730,C16397,C2109,
1735,532424,768730,C4753,C5030,
1736,532425,768732,C16397,C612,
1737,532426,768733,C16397,C625,
1738,532427,768734,C16397,C586,
1739,532428,768734,C22269,C1685,
1740,532429,768736,C16397,C1065,
1741,532430,768736,C16397,C586,
1742,532431,768737,C16397,C586,
1743,532432,768738,C2438,C706,
1744,532433,768739,C16397,C1065,
1745,532434,768740,C16397,C528,
1746,532435,768740,C18228,C467,
1747,532436,768742,C14439,C1685,
1748,532437,768742,C16397,C612,
1749,532438,768743,C16397,C625,
1750,532439,768745,C6937,C1065,
1751,532440,768746,C16397,C612,
1752,532441,768746,C17055,C1707,
1753,532442,768747,C3380,C22841,
1754,532443,768748,C16397,C1065,
1755,532444,768748,C4033,C1685,
1756,532445,768748,C515,C528,
1757,532446,768750,C14494,C1685,
1758,532447,768751,C16397,C1065,
1759,532448,768753,C16397,C1065,
1760,532449,768756,C8431,C528,
1761,532450,768756,C8431,C612,
1762,532451,768757,C3026,C921,
1763,532452,768758,C16397,C1065,
1764,532453,768759,C16397,C625,
1765,532454,768760,C12682,C706,
1766,532455,768760,C16397,C457,
1767,532456,768760,C3380,C22841,
1768,532457,768761,C16397,C625,
1769,532458,768763,C16397,C1065,
1770,532459,768763,C16397,C2109,
1771,532460,768763,C17552,C5030,
1772,532461,768764,C16397,C2109,
1773,532462,768764,C16397,C457,
1774,532463,768764,C18700,C1707,
1775,532464,768765,C16397,C612,
1776,532465,768765,C8431,C528,
1777,532466,768766,C16397,C2109,
1778,532467,768768,C19795,C1685,
1779,532468,768769,C14678,C706,
1780,532469,768769,C2769,C706,
1781,532470,768770,C15498,C625,
1782,532471,768775,C15498,C528,
1783,532472,768775,C3026,C612,
1784,532473,768776,C1191,C1707,
1785,532474,768776,C920,C706,
1786,532475,768777,C19795,C706,
1787,532476,768777,C2492,C457,
1788,532477,768779,C2459,C1685,
1789,532478,768780,C11455,C706,
1790,532479,768780,C3468,C5030,
1791,532480,768781,C159,C359,
1792,532481,768781,C461,C625,
1793,532482,768782,C461,C528,
1794,532483,768784,C3165,C529,
1795,532484,768784,C3165,C706,
1796,532485,768784,C461,C1065,
1797,532486,768784,C461,C625,
1798,532487,768785,C16168,C16168,
1799,532488,768787,C16397,C1065,
1800,532489,768788,C16397,C2109,
1801,532490,768789,C16397,C625,
1802,532491,768790,C14540,C1685,
1803,532492,768791,C16397,C528,
1804,532493,768792,C16397,C529,
1805,532494,768794,C16397,C586,
1806,532495,768795,C16397,C2109,
1807,532496,768795,C22269,C1685,
1808,532497,768795,C7489,C1685,
1809,532498,768796,C14225,C1707,
1810,532499,768796,C2798,C1707,
1811,532500,768798,C7489,C1685,
1812,532501,768800,C7489,C1685,
1813,532502,768803,C282,C706,
1814,532503,768804,C7489,C1685,
1815,532504,768805,C17407,C231,
1816,532505,768805,C17552,C1707,
1817,532506,768805,C2496,C5030,
1818,532507,768809,C3380,C22841,
1819,532508,768814,C16096,C1707,
1820,532509,768815,C16096,C1685,
1821,532510,768816,C16397,C612,
1822,532511,768817,C16397,C586,
1823,532512,768818,C16397,C457,
1824,532513,768819,C16397,C529,
1825,532514,768819,C4412,C1707,
1826,532515,768820,C15160,C5030,
1827,532516,768820,C16397,C612,
1828,532517,768820,C22269,C706,
1829,532518,768821,C3380,C22841,
1830,532519,768823,C16397,C1065,
1831,532520,768824,C16397,C612,
1832,532521,768828,C453,C5030,
1833,532522,768833,C4165,C1707,
1834,532523,768837,C2492,C457,
1835,532524,768838,C13948,C706,
1836,532525,768838,C19393,C1707,
1837,532526,768840,C16397,C706,
1838,532527,768842,C17400,C706,
1839,532528,768842,C18228,C467,
1840,532529,768842,C9219,C706,
1841,532530,768843,C421,C457,
1842,532531,768843,C4722,C5030,
1843,532532,768844,C4600,C706,
1844,532533,768846,C16397,C467,
1845,532534,768847,C16397,C612,
1846,532535,768848,C16397,C586,
1847,532536,768848,C24689,C1707,
1848,532537,768849,C24689,C1685,
1849,532538,768850,C16397,C467,
1850,532539,768852,C10713,C1685,
1851,532540,768853,C20122,C20122,
1852,532541,768853,C20122,C3245,
1853,532542,768854,C16397,C467,
1854,532543,768855,C16397,C528,
1855,532544,768856,C22269,C1685,
1856,532545,768857,C14477,C5030,
1857,532546,768857,C14907,C1707,
1858,532547,768857,C5778,C359,
1859,532548,768858,C16397,C2109,
1860,532549,768858,C4651,C706,
1861,532550,768859,C453,C706,
1862,532551,768861,C461,C1707,
1863,532552,768862,C1624,C706,
1864,532553,768867,C13968,C528,
1865,532554,768867,C3616,C1707,
1866,532555,768868,C22269,C457,
1867,532556,768871,C3380,C22841,
1868,532557,768872,C2077,C1685,
1869,532558,768873,C21202,C706,
1870,532559,768874,C421,C457,
1871,532560,768875,C16397,C2109,
1872,532561,768875,C22269,C706,
1873,532562,768877,C1435,C1707,
1874,532563,768877,C16397,C586,
1875,532564,768877,C22269,C706,
1876,532565,768878,C22269,C706,
1877,532566,768879,C16397,C625,
1878,532567,768879,C22269,C706,
1879,532568,768880,C16397,C1065,
1880,532569,768880,C16397,C2109,
1881,532570,768880,C22269,C706,
1882,532571,768880,C709,C1685,
1883,532572,768881,C16397,C2109,
1884,532573,768881,C22269,C706,
1885,532574,768882,C22269,C706,
1886,532575,768883,C16397,C529,
1887,532576,768883,C22269,C706,
1888,532577,768883,C3380,C22841,
1889,532578,768885,C16397,C2109,
1890,532579,768885,C22269,C706,
1891,532580,768886,C16397,C528,
1892,532581,768886,C22269,C706,
1893,532582,768887,C22269,C706,
1894,532583,768888,C22269,C706,
1895,532584,768889,C22269,C457,
1896,532585,768889,C22269,C706,
1897,532586,768890,C22269,C706,
1898,532587,768891,C22269,C706,
1899,532588,768892,C22269,C706,
1900,532589,768893,C22269,C706,
1901,532590,768894,C22269,C706,
1902,532591,768895,C22269,C706,
1903,532592,768896,C22253,C706,
1904,532593,768896,C22269,C706,
1905,532594,768896,C2548,C5030,
1906,532595,768897,C1453,C5030,
1907,532596,768897,C15303,C706,
1908,532597,768897,C22269,C706,
1909,532598,768897,C2492,C457,
1910,532599,768898,C843,C706,
1911,532600,768901,C11996,C706,
1912,532601,768904,C16397,C457,
1913,532602,768904,C21676,C706,
1914,532603,768905,C14521,C706,
1915,532604,768905,C16397,C1065,
1916,532605,768905,C22269,C706,
1917,532606,768905,C24057,C1685,
1918,532607,768906,C14244,C1797,
1919,532608,768906,C22269,C706,
1920,532609,768907,C12406,C1707,
1921,532610,768908,C22269,C706,
1922,532611,768909,C14777,C1685,
1923,532612,768909,C16397,C529,
1924,532613,768909,C22269,C706,
1925,532614,768910,C11315,C706,
1926,532615,768910,C16397,C467,
1927,532616,768910,C22269,C706,
1928,532617,768911,C16397,C2109,
1929,532618,768912,C22269,C706,
1930,532619,768913,C22269,C706,
1931,532620,768914,C16397,C528,
1932,532621,768914,C22269,C706,
1933,532622,768915,C16397,C2109,
1934,532623,768915,C22269,C706,
1935,532624,768915,C6238,C1685,
1936,532625,768916,C22269,C706,
1937,532626,768916,C4291,C1944,
1938,532627,768917,C22269,C706,
1939,532628,768918,C14640,C1707,
1940,532629,768918,C22269,C706,
1941,532630,768919,C22269,C706,
1942,532631,768920,C22269,C706,
1943,532632,768921,C22269,C706,
1944,532633,768922,C22269,C706,
1945,532634,768923,C22269,C706,
1946,532635,768924,C22269,C706,
1947,532636,768925,C22269,C706,
1948,532637,768926,C22269,C706,
1949,532638,768926,C2492,C457,
1950,532639,768927,C22269,C706,
1951,532640,768928,C19393,C706,
1952,532641,768928,C22269,C706,
1953,532642,768929,C22269,C706,
1954,532643,768930,C22269,C706,
1955,532644,768931,C22269,C457,
1956,532645,768932,C22269,C457,
1957,532646,768933,C17969,C457,
1958,532647,768933,C3380,C22841,
1959,532648,768934,C16397,C528,
1960,532649,768934,C21635,C706,
1961,532650,768934,C22269,C529,
1962,532651,768935,C16397,C529,
1963,532652,768935,C22269,C529,
1964,532653,768936,C22269,C2109,
1965,532654,768937,C16397,C529,
1966,532655,768937,C22269,C2109,
1967,532656,768937,C3457,C706,
1968,532657,768938,C16397,C528,
1969,532658,768938,C22269,C529,
1970,532659,768939,C16397,C528,
1971,532660,768939,C22269,C529,
1972,532661,768940,C22269,C529,
1973,532662,768941,C17269,C5030,
1974,532663,768941,C22269,C706,
1975,532664,768942,C18312,C5782,
1976,532665,768943,C14343,C1685,
1977,532666,768943,C15095,C706,
1978,532667,768943,C16397,C612,
1979,532668,768943,C22269,C231,
1980,532669,768944,C3380,C22841,
1981,532670,768945,C16397,C528,
1982,532671,768945,C2769,C1533,
1983,532672,768946,C22269,C231,
1984,532673,768946,C3143,C1685,
1985,532674,768946,C3664,C1065,
1986,532675,768947,C24885,C957,
1987,532676,768953,C16397,C586,
1988,532677,768955,C631,C5030,
1989,532678,768956,C22796,C5588,
1990,532679,768956,C3457,C1707,
1991,532680,768957,C2492,C457,
1992,532681,768958,C843,C1685,
1993,532682,768959,C2517,C706,
1994,532683,768962,C22269,C586,
1995,532684,768962,C22269,C706,
1996,532685,768963,C16397,C467,
1997,532686,768963,C22269,C706,
1998,532687,768964,C16397,C625,
1999,532688,768964,C22269,C706,
2000,532689,768965,C22269,C706,
2001,532690,768965,C2320,C467,
2002,532691,768966,C16397,C612,
2003,532692,768966,C22269,C706,
2004,532693,768967,C16397,C2109,
2005,532694,768967,C22269,C706,
2006,532695,768968,C22269,C706,
2007,532696,768968,C6897,C1685,
2008,532697,768969,C16397,C528,
2009,532698,768969,C22269,C706,
2010,532699,768970,C16397,C467,
2011,532700,768970,C22269,C706,
2012,532701,768971,C22269,C706,
2013,532702,768972,C12716,C706,
2014,532703,768972,C22269,C706,
2015,532704,768973,C22269,C706,
2016,532705,768974,C17291,C1707,
2017,532706,768974,C22269,C231,
2018,532707,768974,C22269,C706,
2019,532708,768975,C17291,C1685,
2020,532709,768975,C22269,C706,
2021,532710,768976,C21235,C5030,
2022,532711,768976,C22269,C706,
2023,532712,768977,C22269,C706,
2024,532713,768978,C22269,C706,
2025,532714,768982,C13539,C1685,
2026,532715,768986,C18228,C467,
2027,532716,768988,C16242,C1685,
2028,532717,768991,C1800,C706,
2029,532718,768992,C22052,C5588,
2030,532719,768993,C16397,C467,
2031,532720,768994,C14014,C1707,
2032,532721,768994,C16397,C586,
2033,532722,768994,C2021,C5030,
2034,532723,768995,C16397,C467,
2035,532724,768995,C3380,C22841,
2036,532725,768996,C14244,C16950,
2037,532726,768996,C16397,C529,
2038,532727,768997,C16397,C529,
2039,532728,768997,C22269,C706,
2040,532729,768998,C22269,C231,
2041,532730,768998,C22269,C706,
2042,532731,768999,C16397,C1065,
2043,532732,768999,C22269,C231,
2044,532733,768999,C22269,C706,
2045,532734,768999,C26006,C1685,
2046,532735,769000,C16397,C457,
2047,532736,769000,C22269,C231,
2048,532737,769001,C22269,C231,
2049,532738,769005,C19393,C1707,
2050,532739,769005,C22269,C231,
2051,532740,769005,C3380,C22841,
2052,532741,769006,C17082,C1685,
2053,532742,769006,C18228,C467,
2054,532743,769006,C22269,C706,
2055,532744,769007,C19782,C1685,
2056,532745,769008,C19782,C1707,
2057,532746,769009,C21535,C1685,
2058,532747,769009,C7489,C1685,
2059,532748,769010,C7489,C1685,
2060,532749,769013,C4508,C706,
2061,532750,769014,C15626,C2651,
2062,532751,769014,C7489,C1685,
2063,532752,769015,C1796,C5030,
2064,532753,769015,C22269,C706,
2065,532754,769016,C4077,C1065,
2066,532755,769016,C5941,C1707,
2067,532756,769017,C2492,C457,
2068,532757,769017,C5941,C1707,
2069,532758,769019,C18345,C18345,
2070,532759,769019,C19622,C528,
2071,532760,769022,C16397,C2109,
2072,532761,769023,C16397,C528,
2073,532762,769024,C16397,C2109,
2074,532763,769025,C16397,C612,
2075,532764,769026,C16397,C586,
2076,532765,769029,C16397,C467,
2077,532766,769029,C22269,C231,
2078,532767,769029,C22269,C706,
2079,532768,769030,C16397,C612,
2080,532769,769030,C21202,C1685,
2081,532770,769030,C22269,C231,
2082,532771,769030,C22269,C706,
2083,532772,769030,C3044,C706,
2084,532773,769030,C515,C706,
2085,532774,769031,C22269,C231,
2086,532775,769031,C22269,C706,
2087,532776,769031,C7489,C1707,
2088,532777,769032,C12707,C706,
2089,532778,769032,C22269,C231,
2090,532779,769032,C22269,C706,
2091,532780,769032,C3336,C1685,
2092,532781,769033,C7489,C1707,
2093,532782,769035,C4693,C1707,
2094,532783,769035,C7489,C1707,
2095,532784,769039,C13316,C359,
2096,532785,769039,C7489,C1707,
2097,532786,769045,C549,C612,
2098,532787,769045,C549,C625,
2099,532788,769046,C1357,C706,
2100,532789,769046,C14856,C1707,
2101,532790,769047,C22798,C5588,
2102,532791,769048,C17465,C706,
2103,532792,769051,C16168,C359,
2104,532793,769051,C16397,C2109,
2105,532794,769051,C22269,C706,
2106,532795,769052,C16397,C457,
2107,532796,769053,C16397,C529,
2108,532797,769054,C16397,C586,
2109,532798,769054,C3204,C5030,
2110,532799,769055,C7489,C1685,
2111,532800,769056,C161,C706,
2112,532801,769057,C3380,C22841,
2113,532802,769057,C7489,C1685,
2114,532803,769058,C17536,C706,
2115,532804,769059,C16397,C2109,
2116,532805,769059,C7489,C1685,
2117,532806,769060,C16397,C528,
2118,532807,769060,C18228,C467,
2119,532808,769060,C20312,C1685,
2120,532809,769060,C20312,C1707,
2121,532810,769060,C22269,C231,
2122,532811,769060,C22269,C706,
2123,532812,769061,C22269,C231,
2124,532813,769061,C22269,C706,
2125,532814,769062,C14494,C706,
2126,532815,769062,C22269,C706,
2127,532816,769062,C22269,C754,
2128,532817,769063,C22269,C231,
2129,532818,769063,C22269,C706,
2130,532819,769063,C7489,C1685,
2131,532820,769065,C15001,C1707,
2132,532821,769066,C3380,C22841,
2133,532822,769066,C8431,C457,
2134,532823,769066,C8431,C467,
2135,532824,769066,C8431,C612,
2136,532825,769068,C22269,C706,
2137,532826,769069,C4131,C5030,
2138,532827,769070,C7489,C1707,
2139,532828,769072,C354,C1685,
2140,532829,769072,C7489,C1707,
2141,532830,769073,C15003,C706,
2142,532831,769074,C7489,C1707,
2143,532832,769075,C21300,C1685,
2144,532833,769075,C461,C706,
2145,532834,769076,C20377,C5030,
2146,532835,769076,C461,C706,
2147,532836,769077,C2492,C457,
2148,532837,769079,C22052,C1707,
2149,532838,769080,C16397,C528,
2150,532839,769082,C13285,C706,
2151,532840,769082,C16397,C467,
2152,532841,769083,C20754,C706,
2153,532842,769084,C16397,C2109,
2154,532843,769085,C16397,C2109,
2155,532844,769086,C16397,C2109,
2156,532845,769086,C16397,C586,
2157,532846,769088,C16397,C625,
2158,532847,769090,C16397,C457,
2159,532848,769094,C20170,C706,
2160,532849,769095,C7489,C1707,
2161,532850,769096,C11114,C1707,
2162,532851,769097,C7489,C1707,
2163,532852,769097,C920,C1707,
2164,532853,769099,C7489,C1707,
2165,532854,769101,C18179,C706,
2166,532855,769103,C7489,C1707,
2167,532856,769104,C5763,C8772,
2168,532857,769106,C2320,C4222,
2169,532858,769108,C12393,C1685,
2170,532859,769109,C22976,C1685,
2171,532860,769110,C16397,C2109,
2172,532861,769111,C16397,C457,
2173,532862,769113,C12177,C1707,
2174,532863,769113,C16397,C625,
2175,532864,769114,C11004,C5721,
2176,532865,769114,C11004,C743,
2177,532866,769115,C16397,C2109,
2178,532867,769115,C22269,C457,
2179,532868,769116,C16397,C612,
2180,532869,769118,C11114,C706,
2181,532870,769118,C14040,C1685,
2182,532871,769119,C16397,C2109,
2183,532872,769119,C3380,C22841,
2184,532873,769120,C16397,C2109,
2185,532874,769120,C7489,C1685,
2186,532875,769122,C7489,C1685,
2187,532876,769123,C13667,C706,
2188,532877,769124,C7489,C1685,
2189,532878,769125,C1645,C1707,
2190,532879,769125,C3380,C22841,
2191,532880,769125,C3629,C1707,
2192,532881,769127,C9835,C5030,
2193,532882,769128,C7489,C1685,
2194,532883,769130,C2626,C585,
2195,532884,769130,C3496,C706,
2196,532885,769132,C15498,C706,
2197,532886,769132,C2626,C743,
2198,532887,769135,C7489,C1707,
2199,532888,769137,C2492,C457,
2200,532889,769137,C7489,C1707,
2201,532890,769139,C16397,C457,
2202,532891,769139,C7489,C1707,
2203,532892,769140,C16397,C612,
2204,532893,769143,C7489,C1707,
2205,532894,769144,C16397,C625,
2206,532895,769145,C7904,C706,
2207,532896,769146,C16397,C529,
2208,532897,769147,C4081,C1685,
2209,532898,769147,C4550,C5030,
2210,532899,769148,C2321,C706,
2211,532900,769149,C16397,C457,
2212,532901,769150,C16397,C625,
2213,532902,769150,C461,C528,
2214,532903,769151,C159,C1685,
2215,532904,769151,C461,C612,
2216,532905,769152,C20170,C5030,
2217,532906,769153,C461,C1065,
2218,532907,769153,C461,C467,
2219,532908,769156,C16520,C585,
2220,532909,769161,C14510,C5030,
2221,532910,769163,C1645,C5030,
2222,532911,769164,C13290,C5030,
2223,532912,769167,C14777,C5030,
2224,532913,769167,C16397,C2109,
2225,532914,769167,C894,C1685,
2226,532915,769168,C16397,C625,
2227,532916,769169,C16397,C457,
2228,532917,769171,C12707,C612,
2229,532918,769171,C16397,C467,
2230,532919,769171,C22269,C754,
2231,532920,769172,C16397,C2109,
2232,532921,769172,C22269,C231,
2233,532922,769173,C22269,C457,
2234,532923,769174,C16397,C529,
2235,532924,769175,C16397,C467,
2236,532925,769177,C22269,C706,
2237,532926,769178,C16811,C706,
2238,532927,769179,C22269,C706,
2239,532928,769179,C4988,C706,
2240,532929,769180,C11142,C3873,
2241,532930,769180,C22269,C706,
2242,532931,769180,C5794,C706,
2243,532932,769181,C10529,C5030,
2244,532933,769181,C3380,C22841,
2245,532934,769181,C657,C5030,
2246,532935,769182,C22269,C706,
2247,532936,769188,C3380,C22841,
2248,532937,769189,C21535,C706,
2249,532938,769190,C5778,C1015,
2250,532939,769191,C5778,C1065,
2251,532940,769193,C13898,C1707,
2252,532941,769193,C5778,C457,
2253,532942,769194,C10713,C5030,
2254,532943,769195,C5778,C1065,
2255,532944,769195,C5778,C586,
2256,532945,769195,C5778,C625,
2257,532946,769196,C15618,C2109,
2258,532947,769196,C5778,C529,
2259,532948,769197,C21235,C1707,
2260,532949,769197,C2492,C457,
2261,532950,769198,C16397,C1065,
2262,532951,769198,C337,C706,
2263,532952,769199,C16397,C612,
2264,532953,769200,C16397,C612,
2265,532954,769200,C2229,C1685,
2266,532955,769201,C16397,C529,
2267,532956,769201,C22796,C5588,
2268,532957,769202,C1357,C1685,
2269,532958,769202,C16397,C625,
2270,532959,769202,C461,C457,
2271,532960,769202,C7489,C1685,
2272,532961,769204,C16397,C1065,
2273,532962,769204,C7489,C1685,
2274,532963,769205,C13183,C1685,
2275,532964,769205,C16397,C467,
2276,532965,769206,C1327,C1685,
2277,532966,769206,C7489,C1685,
2278,532967,769209,C1327,C1685,
2279,532968,769209,C13457,C1685,
2280,532969,769210,C21661,C1685,
2281,532970,769210,C461,C612,
2282,532971,769210,C5778,C1685,
2283,532972,769210,C7489,C1685,
2284,532973,769211,C2668,C1685,
2285,532974,769211,C461,C1065,
2286,532975,769212,C22269,C706,
2287,532976,769213,C12318,C1685,
2288,532977,769213,C13960,C5030,
2289,532978,769213,C19131,C19131,
2290,532979,769214,C12318,C1685,
2291,532980,769214,C461,C529,
2292,532981,769215,C1823,C3140,
2293,532982,769215,C461,C612,
2294,532983,769216,C16397,C1707,
2295,532984,769216,C9535,C706,
2296,532985,769217,C1327,C1685,
2297,532986,769217,C17286,C1685,
2298,532987,769218,C21527,C5030,
2299,532988,769218,C4581,C5030,
2300,532989,769219,C1327,C1685,
2301,532990,769221,C1327,C1685,
2302,532991,769222,C5638,C1707,
2303,532992,769223,C18174,C625,
2304,532993,769225,C1327,C1685,
2305,532994,769226,C2492,C457,
2306,532995,769227,C16397,C467,
2307,532996,769227,C1823,C1750,
2308,532997,769227,C1823,C1755,
2309,532998,769227,C1823,C1952,
2310,532999,769227,C4618,C1685,
2311,533000,769228,C16397,C457,
2312,533001,769228,C1823,C2732,
2313,533002,769229,C16397,C1065,
2314,533003,769230,C16397,C467,
2315,533004,769234,C16397,C612,
2316,533005,769234,C461,C1707,
2317,533006,769235,C16397,C529,
2318,533007,769235,C461,C1707,
2319,533008,769236,C17682,C706,
2320,533009,769236,C18251,C359,
2321,533010,769241,C1327,C1707,
2322,533011,769243,C1327,C1707,
2323,533012,769243,C3380,C22841,
2324,533013,769244,C1823,C2014,
2325,533014,769244,C1823,C307,
2326,533015,769244,C4131,C706,
2327,533016,769245,C1327,C1707,
2328,533017,769246,C2493,C5030,
2329,533018,769246,C5778,C586,
2330,533019,769247,C4352,C5030,
2331,533020,769248,C22269,C706,
2332,533021,769249,C1327,C1707,
2333,533022,769249,C3380,C22841,
2334,533023,769249,C5778,C706,
2335,533024,769252,C161,C1685,
2336,533025,769256,C14477,C706,
2337,533026,769256,C16397,C586,
2338,533027,769257,C16397,C625,
2339,533028,769257,C2492,C457,
2340,533029,769258,C4291,C5030,
2341,533030,769259,C16397,C586,
2342,533031,769260,C16397,C1065,
2343,533032,769261,C16397,C612,
2344,533033,769262,C13337,C1685,
2345,533034,769262,C13337,C1707,
2346,533035,769263,C2438,C1867,
2347,533036,769264,C16397,C529,
2348,533037,769265,C16397,C2109,
2349,533038,769265,C5778,C2109,
2350,533039,769266,C1327,C1685,
2351,533040,769266,C4508,C1707,
2352,533041,769268,C1327,C1685,
2353,533042,769268,C4835,C5030,
2354,533043,769269,C1823,C1581,
2355,533044,769269,C1823,C2368,
2356,533045,769269,C1823,C2490,
2357,533046,769269,C1823,C5333,
2358,533047,769269,C1823,C72,
2359,533048,769269,C22269,C706,
2360,533049,769270,C1327,C1685,
2361,533050,769271,C902,C1685,
2362,533051,769273,C4988,C612,
2363,533052,769274,C1327,C1685,
2364,533053,769274,C15914,C706,
2365,533054,769275,C13968,C5030,
2366,533055,769278,C5778,C359,
2367,533056,769279,C461,C359,
2368,533057,769282,C14540,C5030,
2369,533058,769282,C1823,C1006,
2370,533059,769282,C22269,C706,
2371,533060,769285,C16397,C529,
2372,533061,769286,C1823,C2359,
2373,533062,769287,C16397,C2109,
2374,533063,769287,C16397,C625,
2375,533064,769289,C16397,C612,
2376,533065,769290,C16397,C528,
2377,533066,769290,C1823,C1881,
2378,533067,769290,C1823,C3649,
2379,533068,769291,C3049,C5030,
2380,533069,769292,C13795,C1685,
2381,533070,769292,C4112,C5030,
2382,533071,769293,C22269,C457,
2383,533072,769293,C22798,C5588,
2384,533073,769294,C16397,C467,
2385,533074,769294,C16490,C5030,
2386,533075,769294,C22269,C457,
2387,533076,769295,C16397,C586,
2388,533077,769296,C22269,C457,
2389,533078,769297,C16490,C5721,
2390,533079,769297,C1823,C2084,
2391,533080,769297,C22269,C457,
2392,533081,769299,C14510,C706,
2393,533082,769299,C22269,C529,
2394,533083,769299,C5910,C1685,
2395,533084,769300,C12257,C706,
2396,533085,769300,C22269,C457,
2397,533086,769300,C5910,C1707,
2398,533087,769301,C1453,C1685,
2399,533088,769301,C1823,C245,
2400,533089,769301,C1823,C779,
2401,533090,769302,C22269,C586,
2402,533091,769303,C11346,C706,
2403,533092,769305,C3380,C22841,
2404,533093,769308,C13898,C448,
2405,533094,769309,C2772,C706,
2406,533095,769310,C3380,C22841,
2407,533096,769313,C1142,C1685,
2408,533097,769314,C17400,C5030,
2409,533098,769314,C22269,C706,
2410,533099,769315,C1295,C5030,
2411,533100,769315,C16397,C529,
2412,533101,769316,C16397,C528,
2413,533102,769316,C2422,C5030,
2414,533103,769317,C2492,C457,
2415,533104,769319,C16397,C467,
2416,533105,769319,C16945,C5030,
2417,533106,769320,C22269,C706,
2418,533107,769321,C15394,C528,
2419,533108,769321,C16397,C457,
2420,533109,769321,C20285,C1685,
2421,533110,769323,C16397,C2109,
2422,533111,769324,C2760,C1685,
2423,533112,769324,C4550,C706,
2424,533113,769325,C16397,C2109,
2425,533114,769326,C22269,C706,
2426,533115,769329,C9201,C1685,
2427,533116,769329,C9201,C1707,
2428,533117,769332,C22269,C706,
2429,533118,769335,C10951,C2162,
2430,533119,769337,C2827,C1685,
2431,533120,769338,C22269,C706,
2432,533121,769338,C657,C1685,
2433,533122,769339,C14700,C706,
2434,533123,769344,C16397,C612,
2435,533124,769344,C22269,C706,
2436,533125,769345,C15767,C706,
2437,533126,769345,C16397,C586,
2438,533127,769348,C14519,C706,
2439,533128,769349,C16397,C1065,
2440,533129,769349,C22023,C706,
2441,533130,769350,C16397,C467,
2442,533131,769350,C22269,C706,
2443,533132,769351,C19393,C5030,
2444,533133,769351,C2798,C1707,
2445,533134,769353,C16397,C625,
2446,533135,769353,C5778,C1685,
2447,533136,769354,C5778,C1707,
2448,533137,769354,C831,C5030,
2449,533138,769355,C16397,C2109,
2450,533139,769356,C22269,C706,
2451,533140,769357,C1191,C1707,
2452,533141,769358,C1142,C1685,
2453,533142,769358,C3163,C706,
2454,533143,769359,C3044,C1707,
2455,533144,769360,C15114,C1707,
2456,533145,769361,C22270,C586,
